region,month,date,gangsu,rain,temperature
도봉구,1,2018-01-01,0,0,-1.6
도봉구,1,2018-01-02,0,0,-1.9
도봉구,1,2018-01-03,0,0,-3.9
도봉구,1,2018-01-04,0,0,-4.4
도봉구,1,2018-01-05,0,0,-2.8
도봉구,1,2018-01-06,0,0,-3
도봉구,1,2018-01-07,0,0,-1.8
도봉구,1,2018-01-08,0,0,1.5
도봉구,1,2018-01-09,0,0,-3.7
도봉구,1,2018-01-10,0,0,-6.7
도봉구,1,2018-01-11,0,0,-10.7
도봉구,1,2018-01-12,0,0,-10.2
도봉구,1,2018-01-13,0,0,-5.1
도봉구,1,2018-01-14,0,0,-0.4
도봉구,1,2018-01-15,0,0,4.3
도봉구,1,2018-01-16,0,0,3
도봉구,1,2018-01-17,0,0,4.5
도봉구,1,2018-01-18,0,0,2.6
도봉구,1,2018-01-19,0,0,1.1
도봉구,1,2018-01-20,0,0,1.7
도봉구,1,2018-01-21,0,0,0.5
도봉구,1,2018-01-22,2,1,0.1
도봉구,1,2018-01-23,0,0,-11
도봉구,1,2018-01-24,0,0,-13.9
도봉구,1,2018-01-25,0,0,-13.7
도봉구,1,2018-01-26,0,0,-14.3
도봉구,1,2018-01-27,0,0,-10.3
도봉구,1,2018-01-28,0.5,1,-5.6
도봉구,1,2018-01-29,0,0,-7.9
도봉구,1,2018-01-30,0,0,-6.2
도봉구,1,2018-01-31,2.5,1,-2.2
도봉구,2,2018-02-01,0,0,-3.9
도봉구,2,2018-02-02,0,0,-2.7
도봉구,2,2018-02-03,0,0,-6.3
도봉구,2,2018-02-04,0,0,-9.1
도봉구,2,2018-02-05,0,0,-8.8
도봉구,2,2018-02-06,0,0,-9.7
도봉구,2,2018-02-07,0,0,-8.2
도봉구,2,2018-02-08,0,0,-5.1
도봉구,2,2018-02-09,0,0,-0.4
도봉구,2,2018-02-10,0,0,0.5
도봉구,2,2018-02-11,0,0,-5.4
도봉구,2,2018-02-12,0,0,-5.5
도봉구,2,2018-02-13,0,0,-1
도봉구,2,2018-02-14,0,0,3.6
도봉구,2,2018-02-15,0,0,0.2
도봉구,2,2018-02-16,0,0,-0.5
도봉구,2,2018-02-17,0,0,-2.1
도봉구,2,2018-02-18,0,0,0
도봉구,2,2018-02-19,0,0,2
도봉구,2,2018-02-20,0,0,1.4
도봉구,2,2018-02-21,0,0,-0.2
도봉구,2,2018-02-22,0,0,1.6
도봉구,2,2018-02-23,5.5,1,3.8
도봉구,2,2018-02-24,0,0,2.9
도봉구,2,2018-02-25,0,0,2.4
도봉구,2,2018-02-26,0,0,2.6
도봉구,2,2018-02-27,0,0,3.8
도봉구,2,2018-02-28,26,1,4.1
도봉구,3,2018-03-01,1.5,1,0.7
도봉구,3,2018-03-02,0,0,-0.6
도봉구,3,2018-03-03,0,0,7.4
도봉구,3,2018-03-04,13,1,9.7
도봉구,3,2018-03-05,6,1,5.7
도봉구,3,2018-03-06,0,0,4.5
도봉구,3,2018-03-07,1,1,6.1
도봉구,3,2018-03-08,6,1,5
도봉구,3,2018-03-09,0,0,5.5
도봉구,3,2018-03-10,0,0,4.8
도봉구,3,2018-03-11,0,0,6.7
도봉구,3,2018-03-12,0,0,7.7
도봉구,3,2018-03-13,0,0,11.9
도봉구,3,2018-03-14,0,0,17.1
도봉구,3,2018-03-15,20.5,1,13.3
도봉구,3,2018-03-16,0,0,7
도봉구,3,2018-03-17,0,0,6.5
도봉구,3,2018-03-18,1,1,8.3
도봉구,3,2018-03-19,1.5,1,8.2
도봉구,3,2018-03-20,0,0,5.1
도봉구,3,2018-03-21,1.5,1,2.5
도봉구,3,2018-03-22,0,0,5.9
도봉구,3,2018-03-23,0,0,6.3
도봉구,3,2018-03-24,0,0,8.3
도봉구,3,2018-03-25,0,0,10.4
도봉구,3,2018-03-26,0,0,11.3
도봉구,3,2018-03-27,0,0,13.4
도봉구,3,2018-03-28,0,0,14.3
도봉구,3,2018-03-29,0,0,16
도봉구,3,2018-03-30,0,0,15
도봉구,3,2018-03-31,0,0,14.3
도봉구,4,2018-04-01,0,0,15.8
도봉구,4,2018-04-02,0,0,18.6
도봉구,4,2018-04-03,0,0,18.4
도봉구,4,2018-04-04,12.5,1,13.1
도봉구,4,2018-04-05,14.5,1,7.8
도봉구,4,2018-04-06,7,1,6.8
도봉구,4,2018-04-07,0,0,5.1
도봉구,4,2018-04-08,5,1,4
도봉구,4,2018-04-09,0,0,7.1
도봉구,4,2018-04-10,7,1,14.6
도봉구,4,2018-04-11,0,0,13.7
도봉구,4,2018-04-12,0,0,13.4
도봉구,4,2018-04-13,0,0,14.3
도봉구,4,2018-04-14,9,1,9.5
도봉구,4,2018-04-15,0,0,10.2
도봉구,4,2018-04-16,0,0,11.9
도봉구,4,2018-04-17,0,0,12.9
도봉구,4,2018-04-18,0,0,13
도봉구,4,2018-04-19,0,0,14.5
도봉구,4,2018-04-20,0,0,18.1
도봉구,4,2018-04-21,0,0,18.5
도봉구,4,2018-04-22,13.5,1,15.7
도봉구,4,2018-04-23,65.5,1,10
도봉구,4,2018-04-24,2,1,12.4
도봉구,4,2018-04-25,0,0,14.5
도봉구,4,2018-04-26,0,0,15.3
도봉구,4,2018-04-27,0,0,15.4
도봉구,4,2018-04-28,0,0,15.8
도봉구,4,2018-04-29,0,0,15.9
도봉구,4,2018-04-30,0,0,18.8
도봉구,5,2018-05-01,0,0,19.7
도봉구,5,2018-05-02,19,1,15
도봉구,5,2018-05-03,0,0,11.5
도봉구,5,2018-05-04,0,0,14.9
도봉구,5,2018-05-05,0,0,18
도봉구,5,2018-05-06,22,1,16
도봉구,5,2018-05-07,0,0,18.3
도봉구,5,2018-05-08,0,0,17.1
도봉구,5,2018-05-09,0,0,14.6
도봉구,5,2018-05-10,0,0,15.2
도봉구,5,2018-05-11,0,0,15.8
도봉구,5,2018-05-12,43,1,13.4
도봉구,5,2018-05-13,0,0,16.1
도봉구,5,2018-05-14,0,0,17.4
도봉구,5,2018-05-15,0,0,21.7
도봉구,5,2018-05-16,36,1,21.6
도봉구,5,2018-05-17,82,1,20.9
도봉구,5,2018-05-18,9,1,15.5
도봉구,5,2018-05-19,0,0,16.7
도봉구,5,2018-05-20,0,0,15.8
도봉구,5,2018-05-21,0,0,16.8
도봉구,5,2018-05-22,12.5,1,17.1
도봉구,5,2018-05-23,5.5,1,17.5
도봉구,5,2018-05-24,0,0,17.5
도봉구,5,2018-05-25,0,0,18.8
도봉구,5,2018-05-26,0,0,20.8
도봉구,5,2018-05-27,0,0,20.3
도봉구,5,2018-05-28,0,0,22.3
도봉구,5,2018-05-29,0.5,1,21.2
도봉구,5,2018-05-30,0,0,20.3
도봉구,5,2018-05-31,0,0,21
도봉구,6,2018-06-01,0,0,23.5
도봉구,6,2018-06-02,0,0,23.1
도봉구,6,2018-06-03,0,0,22.5
도봉구,6,2018-06-04,0,0,22
도봉구,6,2018-06-05,0,0,22.8
도봉구,6,2018-06-06,0,0,22.6
도봉구,6,2018-06-07,0,0,22.1
도봉구,6,2018-06-08,0,0,21.3
도봉구,6,2018-06-09,1,1,22.6
도봉구,6,2018-06-10,1,1,20
도봉구,6,2018-06-11,0.5,1,19.8
도봉구,6,2018-06-12,0,0,20.7
도봉구,6,2018-06-13,0,0,21.3
도봉구,6,2018-06-14,43.5,1,20.5
도봉구,6,2018-06-15,5.5,1,19.8
도봉구,6,2018-06-16,0,0,27.2
도봉구,6,2018-06-17,0,0,22.5
도봉구,6,2018-06-18,0,0,25
도봉구,6,2018-06-19,0,0,21.9
도봉구,6,2018-06-20,0,0,22.4
도봉구,6,2018-06-21,0,0,23.2
도봉구,6,2018-06-22,0,0,26.9
도봉구,6,2018-06-23,0,0,23.7
도봉구,6,2018-06-24,0,0,24.6
도봉구,6,2018-06-25,0,0,25.5
도봉구,6,2018-06-26,90.5,1,21.9
도봉구,6,2018-06-27,0.5,1,22.3
도봉구,6,2018-06-28,25,1,23.1
도봉구,6,2018-06-29,0.5,1,25.3
도봉구,6,2018-06-30,32,1,22.9
도봉구,7,2018-07-01,80,1,21.6
도봉구,7,2018-07-02,54,1,22.1
도봉구,7,2018-07-03,0,0,26.9
도봉구,7,2018-07-04,0,0,28
도봉구,7,2018-07-05,0,0,25.5
도봉구,7,2018-07-06,0,0,24.5
도봉구,7,2018-07-07,0,0,23.7
도봉구,7,2018-07-08,0,0,23.1
도봉구,7,2018-07-09,13,1,20.9
도봉구,7,2018-07-10,29,1,22.8
도봉구,7,2018-07-11,8.5,1,26
도봉구,7,2018-07-12,0.5,1,26.6
도봉구,7,2018-07-13,0,0,27.3
도봉구,7,2018-07-14,0,0,28.3
도봉구,7,2018-07-15,0,0,28.4
도봉구,7,2018-07-16,0,0,29.1
도봉구,7,2018-07-17,0,0,28.1
도봉구,7,2018-07-18,0,0,28.5
도봉구,7,2018-07-19,0,0,28.7
도봉구,7,2018-07-20,0,0,29.5
도봉구,7,2018-07-21,0,0,30.6
도봉구,7,2018-07-22,0,0,31.5
도봉구,7,2018-07-23,0,0,31.6
도봉구,7,2018-07-24,0,0,31.4
도봉구,7,2018-07-25,0,0,30.6
도봉구,7,2018-07-26,0,0,29.8
도봉구,7,2018-07-27,0,0,31.1
도봉구,7,2018-07-28,1,1,30.5
도봉구,7,2018-07-29,0,0,31.3
도봉구,7,2018-07-30,0,0,31.7
도봉구,7,2018-07-31,0,0,32.1
도봉구,8,2018-08-01,0,0,33.7
도봉구,8,2018-08-02,0,0,33.8
도봉구,8,2018-08-03,0,0,33.3
도봉구,8,2018-08-04,0,0,31.7
도봉구,8,2018-08-05,0,0,30.7
도봉구,8,2018-08-06,1,1,30.8
도봉구,8,2018-08-07,0,0,30.7
도봉구,8,2018-08-08,0,0,31.7
도봉구,8,2018-08-09,0.5,1,29.8
도봉구,8,2018-08-10,0,0,31.2
도봉구,8,2018-08-11,0,0,31
도봉구,8,2018-08-12,2,1,30.2
도봉구,8,2018-08-13,2,1,30.5
도봉구,8,2018-08-14,0,0,31.4
도봉구,8,2018-08-15,0,0,31.6
도봉구,8,2018-08-16,0,0,29.7
도봉구,8,2018-08-17,0,0,26.9
도봉구,8,2018-08-18,0,0,26.1
도봉구,8,2018-08-19,0,0,27.6
도봉구,8,2018-08-20,0,0,28.8
도봉구,8,2018-08-21,6,1,26.8
도봉구,8,2018-08-22,0,0,30
도봉구,8,2018-08-23,1.5,1,29.2
도봉구,8,2018-08-24,12,1,24.3
도봉구,8,2018-08-25,0,0,25.7
도봉구,8,2018-08-26,0,0,23.4
도봉구,8,2018-08-27,33.5,1,22.1
도봉구,8,2018-08-28,178.5,1,23.4
도봉구,8,2018-08-29,148.5,1,24.3
도봉구,8,2018-08-30,44,1,25.7
도봉구,8,2018-08-31,0,0,25.6
도봉구,9,2018-09-01,0,0,25.5
도봉구,9,2018-09-02,0,0,24.6
도봉구,9,2018-09-03,27.5,1,23.1
도봉구,9,2018-09-04,0,0,23.5
도봉구,9,2018-09-05,0,0,23.9
도봉구,9,2018-09-06,1,1,23.7
도봉구,9,2018-09-07,0.5,1,22.3
도봉구,9,2018-09-08,0,0,21
도봉구,9,2018-09-09,0,0,21.4
도봉구,9,2018-09-10,0,0,22.5
도봉구,9,2018-09-11,0,0,21
도봉구,9,2018-09-12,0,0,21.6
도봉구,9,2018-09-13,0,0,22.1
도봉구,9,2018-09-14,0,0,22.9
도봉구,9,2018-09-15,0,0,23.1
도봉구,9,2018-09-16,1.5,1,22.2
도봉구,9,2018-09-17,0,0,22.3
도봉구,9,2018-09-18,0,0,21.4
도봉구,9,2018-09-19,0,0,21.6
도봉구,9,2018-09-20,6,1,18.9
도봉구,9,2018-09-21,16.5,1,19
도봉구,9,2018-09-22,0.5,1,20.7
도봉구,9,2018-09-23,0,0,19.1
도봉구,9,2018-09-24,0,0,17.3
도봉구,9,2018-09-25,0,0,17
도봉구,9,2018-09-26,0,0,18.4
도봉구,9,2018-09-27,0,0,18
도봉구,9,2018-09-28,0,0,16.4
도봉구,9,2018-09-29,0,0,18.6
도봉구,9,2018-09-30,0,0,17.6
도봉구,10,2018-10-01,0,0,15.6
도봉구,10,2018-10-02,0,0,15.1
도봉구,10,2018-10-03,0,0,16.1
도봉구,10,2018-10-04,0,0,18.3
도봉구,10,2018-10-05,42,1,16.9
도봉구,10,2018-10-06,56,1,17.7
도봉구,10,2018-10-07,0,0,16.7
도봉구,10,2018-10-08,0,0,13.4
도봉구,10,2018-10-09,0,0,14.2
도봉구,10,2018-10-10,10,1,12.4
도봉구,10,2018-10-11,0,0,9.7
도봉구,10,2018-10-12,0,0,9.9
도봉구,10,2018-10-13,0,0,11.1
도봉구,10,2018-10-14,0,0,12.2
도봉구,10,2018-10-15,0,0,14.2
도봉구,10,2018-10-16,0,0,13.5
도봉구,10,2018-10-17,0,0,11.9
도봉구,10,2018-10-18,0,0,12.1
도봉구,10,2018-10-19,0,0,12.9
도봉구,10,2018-10-20,0,0,12
도봉구,10,2018-10-21,0,0,11.9
도봉구,10,2018-10-22,0,0,12.7
도봉구,10,2018-10-23,4.5,1,11.4
도봉구,10,2018-10-24,0,0,11.5
도봉구,10,2018-10-25,0,0,12.3
도봉구,10,2018-10-26,15,1,11.8
도봉구,10,2018-10-27,0,0,9.3
도봉구,10,2018-10-28,8.5,1,7.8
도봉구,10,2018-10-29,0,0,7.3
도봉구,10,2018-10-30,0,0,6.6
도봉구,10,2018-10-31,0,0,7.3
도봉구,11,2018-11-01,0,0,7.4
도봉구,11,2018-11-02,0,0,9.1
도봉구,11,2018-11-03,0,0,10.1
도봉구,11,2018-11-04,0,0,10.8
도봉구,11,2018-11-05,0,0,11.1
도봉구,11,2018-11-06,0,0,11.7
도봉구,11,2018-11-07,2,1,13
도봉구,11,2018-11-08,79,1,12.3
도봉구,11,2018-11-09,1.5,1,12.6
도봉구,11,2018-11-10,0,0,12.2
도봉구,11,2018-11-11,0,0,8.3
도봉구,11,2018-11-12,0,0,8
도봉구,11,2018-11-13,0,0,8.5
도봉구,11,2018-11-14,0,0,9.2
도봉구,11,2018-11-15,0,0,8.8
도봉구,11,2018-11-16,0,0,8.8
도봉구,11,2018-11-17,0,0,5.8
도봉구,11,2018-11-18,0,0,5.6
도봉구,11,2018-11-19,0,0,6.2
도봉구,11,2018-11-20,0.5,1,5.7
도봉구,11,2018-11-21,1,1,6.3
도봉구,11,2018-11-22,0,0,2.7
도봉구,11,2018-11-23,0,0,1.3
도봉구,11,2018-11-24,13,1,2.3
도봉구,11,2018-11-25,0,0,3.8
도봉구,11,2018-11-26,0,0,4.9
도봉구,11,2018-11-27,0,0,6.1
도봉구,11,2018-11-28,0,0,5.7
도봉구,11,2018-11-29,0,0,3.2
도봉구,11,2018-11-30,0,0,2.2
도봉구,12,2018-12-01,0,0,3.6
도봉구,12,2018-12-02,0,0,5.5
도봉구,12,2018-12-03,9.5,1,10.6
도봉구,12,2018-12-04,3.5,1,7.8
도봉구,12,2018-12-05,0,0,0.1
도봉구,12,2018-12-06,0,0,2.6
도봉구,12,2018-12-07,0,0,-6.6
도봉구,12,2018-12-08,0,0,-7.7
도봉구,12,2018-12-09,0,0,-7.4
도봉구,12,2018-12-10,0,0,-3.8
도봉구,12,2018-12-11,0,0,-0.5
도봉구,12,2018-12-12,0,0,-1.3
도봉구,12,2018-12-13,1.5,1,-2.1
도봉구,12,2018-12-14,0,0,-4.5
도봉구,12,2018-12-15,0,0,-3.7
도봉구,12,2018-12-16,0,0,-0.8
도봉구,12,2018-12-17,0.5,1,2
도봉구,12,2018-12-18,0,0,1.4
도봉구,12,2018-12-19,0,0,3.1
도봉구,12,2018-12-20,0,0,1.9
도봉구,12,2018-12-21,0,0,4.2
도봉구,12,2018-12-22,0,0,6.4
도봉구,12,2018-12-23,0,0,3.4
도봉구,12,2018-12-24,0,0,-2.3
도봉구,12,2018-12-25,0,0,-0.9
도봉구,12,2018-12-26,0,0,-0.3
도봉구,12,2018-12-27,0,0,-9.2
도봉구,12,2018-12-28,0,0,-10.3
도봉구,12,2018-12-29,0,0,-7.3
도봉구,12,2018-12-30,0,0,-7.4
도봉구,12,2018-12-31,0,0,-6.4
동대문구,1,2018-01-01,0,0,-0.1
동대문구,1,2018-01-02,0,0,-0.7
동대문구,1,2018-01-03,0,0,-3.1
동대문구,1,2018-01-04,0,0,-3.6
동대문구,1,2018-01-05,0,0,-1.8
동대문구,1,2018-01-06,0,0,-1.7
동대문구,1,2018-01-07,0,0,-0.6
동대문구,1,2018-01-08,0.5,1,2
동대문구,1,2018-01-09,0,0,-3.1
동대문구,1,2018-01-10,0,0,-6.1
동대문구,1,2018-01-11,0,0,-10.1
동대문구,1,2018-01-12,0,0,-9.6
동대문구,1,2018-01-13,0,0,-4.3
동대문구,1,2018-01-14,0,0,0.3
동대문구,1,2018-01-15,0,0,5.1
동대문구,1,2018-01-16,0,0,3.8
동대문구,1,2018-01-17,0,0,5.2
동대문구,1,2018-01-18,0,0,3.5
동대문구,1,2018-01-19,0,0,2.2
동대문구,1,2018-01-20,0,0,3
동대문구,1,2018-01-21,0,0,1.6
동대문구,1,2018-01-22,4,1,0.9
동대문구,1,2018-01-23,0,0,-10.4
동대문구,1,2018-01-24,0,0,-13.1
동대문구,1,2018-01-25,0,0,-13
동대문구,1,2018-01-26,0,0,-13.7
동대문구,1,2018-01-27,0,0,-9.7
동대문구,1,2018-01-28,0,0,-5
동대문구,1,2018-01-29,0,0,-7.2
동대문구,1,2018-01-30,1.5,1,-5.2
동대문구,1,2018-01-31,0.5,1,-1.2
동대문구,2,2018-02-01,0,0,-2.8
동대문구,2,2018-02-02,0,0,-1.7
동대문구,2,2018-02-03,0,0,-5.9
동대문구,2,2018-02-04,0,0,-8.6
동대문구,2,2018-02-05,0,0,-8.2
동대문구,2,2018-02-06,0,0,-9.2
동대문구,2,2018-02-07,0,0,-7.3
동대문구,2,2018-02-08,0,0,-3.8
동대문구,2,2018-02-09,0,0,0.4
동대문구,2,2018-02-10,0,0,0.7
동대문구,2,2018-02-11,0,0,-5
동대문구,2,2018-02-12,0,0,-5
동대문구,2,2018-02-13,0,0,-0.1
동대문구,2,2018-02-14,0,0,4.5
동대문구,2,2018-02-15,0,0,0.8
동대문구,2,2018-02-16,0,0,0.2
동대문구,2,2018-02-17,0,0,-1.8
동대문구,2,2018-02-18,0,0,0.5
동대문구,2,2018-02-19,0,0,2.9
동대문구,2,2018-02-20,0,0,2.4
동대문구,2,2018-02-21,0,0,0.3
동대문구,2,2018-02-22,0,0,2.2
동대문구,2,2018-02-23,5,1,4.4
동대문구,2,2018-02-24,0,0,3.9
동대문구,2,2018-02-25,0,0,3
동대문구,2,2018-02-26,0,0,3.8
동대문구,2,2018-02-27,0,0,4.9
동대문구,2,2018-02-28,26,1,4.9
동대문구,3,2018-03-01,0.5,1,1
동대문구,3,2018-03-02,0,0,0.2
동대문구,3,2018-03-03,0,0,7.9
동대문구,3,2018-03-04,11,1,10.2
동대문구,3,2018-03-05,5,1,6.2
동대문구,3,2018-03-06,0,0,5.5
동대문구,3,2018-03-07,0.5,1,6.7
동대문구,3,2018-03-08,0,0,5.4
동대문구,3,2018-03-09,0,0,5.9
동대문구,3,2018-03-10,0,0,5.4
동대문구,3,2018-03-11,0,0,7.5
동대문구,3,2018-03-12,0,0,8.5
동대문구,3,2018-03-13,0,0,12.4
동대문구,3,2018-03-14,0,0,17.6
동대문구,3,2018-03-15,26.5,1,13.5
동대문구,3,2018-03-16,0,0,7.1
동대문구,3,2018-03-17,0,0,7.3
동대문구,3,2018-03-18,0,0,9.2
동대문구,3,2018-03-19,1.5,1,8.5
동대문구,3,2018-03-20,0,0,5.4
동대문구,3,2018-03-21,0.5,1,2.8
동대문구,3,2018-03-22,0,0,6
동대문구,3,2018-03-23,0,0,7.1
동대문구,3,2018-03-24,0,0,8.7
동대문구,3,2018-03-25,0,0,10.7
동대문구,3,2018-03-26,0,0,12
동대문구,3,2018-03-27,0,0,14.2
동대문구,3,2018-03-28,0,0,15.2
동대문구,3,2018-03-29,0,0,16.4
동대문구,3,2018-03-30,0,0,15.8
동대문구,3,2018-03-31,0,0,15.1
동대문구,4,2018-04-01,0,0,16.2
동대문구,4,2018-04-02,0,0,19.2
동대문구,4,2018-04-03,0,0,18.9
동대문구,4,2018-04-04,16.5,1,13.4
동대문구,4,2018-04-05,10.5,1,8.2
동대문구,4,2018-04-06,6,1,7
동대문구,4,2018-04-07,0,0,5
동대문구,4,2018-04-08,0,0,4.8
동대문구,4,2018-04-09,0,0,8.2
동대문구,4,2018-04-10,2.5,1,15.6
동대문구,4,2018-04-11,0,0,13.8
동대문구,4,2018-04-12,0,0,14.4
동대문구,4,2018-04-13,0,0,15.2
동대문구,4,2018-04-14,2.5,1,10.1
동대문구,4,2018-04-15,0,0,10.4
동대문구,4,2018-04-16,0,0,12.5
동대문구,4,2018-04-17,0,0,13.8
동대문구,4,2018-04-18,0,0,13.8
동대문구,4,2018-04-19,0,0,15.3
동대문구,4,2018-04-20,0,0,19.2
동대문구,4,2018-04-21,0,0,19.9
동대문구,4,2018-04-22,3,1,16.9
동대문구,4,2018-04-23,8,1,10.1
동대문구,4,2018-04-24,1.5,1,12.9
동대문구,4,2018-04-25,0,0,15.6
동대문구,4,2018-04-26,0,0,16.2
동대문구,4,2018-04-27,0,0,16.7
동대문구,4,2018-04-28,0,0,17
동대문구,4,2018-04-29,0,0,16.9
동대문구,4,2018-04-30,0,0,19.7
동대문구,5,2018-05-01,0,0,21.4
동대문구,5,2018-05-02,4.5,1,16.3
동대문구,5,2018-05-03,0,0,12.6
동대문구,5,2018-05-04,0,0,15.3
동대문구,5,2018-05-05,0,0,18.9
동대문구,5,2018-05-06,10,1,17.2
동대문구,5,2018-05-07,0,0,19.9
동대문구,5,2018-05-08,0,0,17.9
동대문구,5,2018-05-09,0.5,1,16.4
동대문구,5,2018-05-10,0,0,16.6
동대문구,5,2018-05-11,0.5,1,17.2
동대문구,5,2018-05-12,34,1,14.9
동대문구,5,2018-05-13,0.5,1,16.9
동대문구,5,2018-05-14,0,0,19
동대문구,5,2018-05-15,0,0,23.8
동대문구,5,2018-05-16,39,1,22.9
동대문구,5,2018-05-17,93.5,1,21.6
동대문구,5,2018-05-18,7.5,1,16.7
동대문구,5,2018-05-19,0,0,18.1
동대문구,5,2018-05-20,0,0,18.3
동대문구,5,2018-05-21,0,0,19
동대문구,5,2018-05-22,12.5,1,18.8
동대문구,5,2018-05-23,5.5,1,18.6
동대문구,5,2018-05-24,0,0,19.5
동대문구,5,2018-05-25,0,0,21
동대문구,5,2018-05-26,0,0,22.7
동대문구,5,2018-05-27,0,0,22
동대문구,5,2018-05-28,0,0,23
동대문구,5,2018-05-29,0.5,1,22.8
동대문구,5,2018-05-30,-,1,-
동대문구,5,2018-05-31,-,1,-
동대문구,6,2018-06-01,0,0,24.6
동대문구,6,2018-06-02,0,0,24.3
동대문구,6,2018-06-03,0,0,24.4
동대문구,6,2018-06-04,0,0,23.5
동대문구,6,2018-06-05,0,0,24.3
동대문구,6,2018-06-06,0,0,23.9
동대문구,6,2018-06-07,0,0,23.2
동대문구,6,2018-06-08,0,0,22.2
동대문구,6,2018-06-09,0.5,1,23.6
동대문구,6,2018-06-10,0.5,1,21.1
동대문구,6,2018-06-11,0.5,1,20.7
동대문구,6,2018-06-12,0,0,20.7
동대문구,6,2018-06-13,0,0,22.6
동대문구,6,2018-06-14,17.5,1,21.7
동대문구,6,2018-06-15,0.5,1,20.5
동대문구,6,2018-06-16,0,0,27.4
동대문구,6,2018-06-17,0,0,23.8
동대문구,6,2018-06-18,0,0,25.8
동대문구,6,2018-06-19,0,0,22.7
동대문구,6,2018-06-20,0,0,23.3
동대문구,6,2018-06-21,0,0,24.2
동대문구,6,2018-06-22,0,0,28.1
동대문구,6,2018-06-23,0,0,25.2
동대문구,6,2018-06-24,0,0,25.7
동대문구,6,2018-06-25,0,0,27.2
동대문구,6,2018-06-26,72,1,22.9
동대문구,6,2018-06-27,1,1,22.6
동대문구,6,2018-06-28,31.5,1,23.6
동대문구,6,2018-06-29,2.5,1,26.4
동대문구,6,2018-06-30,9,1,24.6
동대문구,7,2018-07-01,72.5,1,22.3
동대문구,7,2018-07-02,56.5,1,22.7
동대문구,7,2018-07-03,0,0,27.4
동대문구,7,2018-07-04,0,0,28.3
동대문구,7,2018-07-05,0.5,1,25.8
동대문구,7,2018-07-06,0,0,24.3
동대문구,7,2018-07-07,0,0,23.6
동대문구,7,2018-07-08,0,0,23.2
동대문구,7,2018-07-09,10,1,21.2
동대문구,7,2018-07-10,22,1,23.9
동대문구,7,2018-07-11,3.5,1,27.2
동대문구,7,2018-07-12,1.5,1,27.6
동대문구,7,2018-07-13,0,0,28.2
동대문구,7,2018-07-14,0,0,29
동대문구,7,2018-07-15,0,0,29.2
동대문구,7,2018-07-16,0,0,29.9
동대문구,7,2018-07-17,0,0,29
동대문구,7,2018-07-18,0,0,29.2
동대문구,7,2018-07-19,0,0,29.7
동대문구,7,2018-07-20,0,0,30.4
동대문구,7,2018-07-21,0,0,31.5
동대문구,7,2018-07-22,0,0,32.3
동대문구,7,2018-07-23,0,0,32.5
동대문구,7,2018-07-24,0,0,32.1
동대문구,7,2018-07-25,0,0,31
동대문구,7,2018-07-26,0,0,30.6
동대문구,7,2018-07-27,0,0,31.7
동대문구,7,2018-07-28,0,0,31.3
동대문구,7,2018-07-29,0,0,31.9
동대문구,7,2018-07-30,0,0,32.1
동대문구,7,2018-07-31,0,0,32.9
동대문구,8,2018-08-01,0,0,34.5
동대문구,8,2018-08-02,0,0,34.8
동대문구,8,2018-08-03,0,0,34
동대문구,8,2018-08-04,0,0,32
동대문구,8,2018-08-05,0,0,30.6
동대문구,8,2018-08-06,1,1,31
동대문구,8,2018-08-07,0,0,31.3
동대문구,8,2018-08-08,0,0,31.7
동대문구,8,2018-08-09,3,1,29.9
동대문구,8,2018-08-10,0,0,31.3
동대문구,8,2018-08-11,0,0,31.2
동대문구,8,2018-08-12,3,1,30.8
동대문구,8,2018-08-13,1,1,31
동대문구,8,2018-08-14,0,0,31.7
동대문구,8,2018-08-15,11.5,1,31.7
동대문구,8,2018-08-16,0,0,29.9
동대문구,8,2018-08-17,0,0,27
동대문구,8,2018-08-18,0,0,26.9
동대문구,8,2018-08-19,0,0,28.3
동대문구,8,2018-08-20,0,0,29.4
동대문구,8,2018-08-21,2.5,1,27.6
동대문구,8,2018-08-22,0,0,30.5
동대문구,8,2018-08-23,0.5,1,30.1
동대문구,8,2018-08-24,9.5,1,24.8
동대문구,8,2018-08-25,0,0,25.9
동대문구,8,2018-08-26,2,1,23.8
동대문구,8,2018-08-27,24,1,22.6
동대문구,8,2018-08-28,107.5,1,23.9
동대문구,8,2018-08-29,41.5,1,25.1
동대문구,8,2018-08-30,15,1,26.1
동대문구,8,2018-08-31,0,0,26.5
동대문구,9,2018-09-01,0,0,26
동대문구,9,2018-09-02,0,0,25.3
동대문구,9,2018-09-03,29,1,24
동대문구,9,2018-09-04,0,0,24.2
동대문구,9,2018-09-05,0,0,25.1
동대문구,9,2018-09-06,7.5,1,24.2
동대문구,9,2018-09-07,0,0,23
동대문구,9,2018-09-08,0,0,22.3
동대문구,9,2018-09-09,0,0,22.7
동대문구,9,2018-09-10,0,0,23.2
동대문구,9,2018-09-11,0,0,21.8
동대문구,9,2018-09-12,0,0,22.9
동대문구,9,2018-09-13,0,0,23.5
동대문구,9,2018-09-14,1,1,23.6
동대문구,9,2018-09-15,0,0,23.5
동대문구,9,2018-09-16,1.5,1,22.9
동대문구,9,2018-09-17,0,0,23.4
동대문구,9,2018-09-18,0,0,22.8
동대문구,9,2018-09-19,0,0,22.8
동대문구,9,2018-09-20,5.5,1,19.5
동대문구,9,2018-09-21,15.5,1,19.9
